code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
SOC_samtykke_01,SOC,samtykke,01,"Administrative decision with consent (Section 52, paragraph 1, see. paragraph 3, no. 7)","Administrative decision with consent (Section 52, paragraph 1, see. paragraph 3, no. 7)",,,"Administrative decision with consent (Section 52, paragraph 1, see. paragraph 3, no. 7)",,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_03,SOC,samtykke,03,"Preliminary decision, the chairman of the children and young people committee (section 74, paragraph 1, cf. § 58)","Preliminary decision, the chairman of the children and young people committee (section 74, paragraph 1, cf. § 58)",,,"Preliminary decision, the chairman of the children and young people committee (section 74, paragraph 1, cf. § 58)",,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_02,SOC,samtykke,02,"Children and young people's committee, without consent requirements (§ 74, paragraph 1, no. 10, cf. § 58)","Children and young people's committee, without consent requirements (§ 74, paragraph 1, no. 10, cf. § 58)",,,"Children and young people's committee, without consent requirements (§ 74, paragraph 1, no. 10, cf. § 58)",,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_04,SOC,samtykke,04,"Judgment (youth sanction, Section 74a of the Criminal Code)","Judgment (youth sanction, Section 74a of the Criminal Code)",,,"Judgment (youth sanction, Section 74a of the Criminal Code)",,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_06,SOC,samtykke,06,Surrogate for pre-trial detention (Practical Procedure § 765),Surrogate for pre-trial detention (Practical Procedure § 765),,,Surrogate for pre-trial detention (Practical Procedure § 765),,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_05,SOC,samtykke,05,"Judgment (detention, Section 78(1) of the Criminal Enforcement Act. 2)","Judgment (detention, Section 78(1) of the Criminal Enforcement Act. 2)",,,"Judgment (detention, Section 78(1) of the Criminal Enforcement Act. 2)",,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_08,SOC,samtykke,08,Appeals Board's self-employed power (§ 65),Appeals Board's self-employed power (§ 65),,,Appeals Board's self-employed power (§ 65),,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_07,SOC,samtykke,07,Young foreigners under the age of 15 (Immigration Act §§ 36 and 37),Young foreigners under the age of 15 (Immigration Act §§ 36 and 37),,,Young foreigners under the age of 15 (Immigration Act §§ 36 and 37),,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_09,SOC,samtykke,09,Decision of the Juvenile Delinquency Board with consent (section 14(1) of the Act on Combating Juvenile Delinquency),Decision of the Juvenile Delinquency Board with consent (section 14(1) of the Act on Combating Juvenile Delinquency),,,Decision of the Juvenile Delinquency Board with consent (section 14(1) of the Act on Combating Juvenile Delinquency),,,copy-of-da,none|dict_fill,medium,danish,,
SOC_samtykke_10,SOC,samtykke,10,"Decision of the Juvenile Delinquency Board without consent requirements (section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)","Decision of the Juvenile Delinquency Board without consent requirements (section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)",,,"Decision of the Juvenile Delinquency Board without consent requirements (section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)",,,copy-of-da,CSV:SOC_samtykke_from_raw,medium,danish,,
SOC_samtykke_11,SOC,samtykke,11,"Preliminary decision, Chairman of the Children and Young People Committee (section 75, paragraph 1, of the law on social services, section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)","Preliminary decision, Chairman of the Children and Young People Committee (section 75, paragraph 1, of the law on social services, section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)",,,"Preliminary decision, Chairman of the Children and Young People Committee (section 75, paragraph 1, of the law on social services, section 14, paragraphs 2 to 4, of the law on combating juvenile delinquency)",,,copy-of-da,CSV:SOC_samtykke_from_raw,medium,danish,,
SOC_samtykke_12,SOC,samtykke,12,"Decision of the Children and Young People Committee without consent (section 62 l, paragraph 1, of the Aliens Act)","Decision of the Children and Young People Committee without consent (section 62 l, paragraph 1, of the Aliens Act)",,,"Decision of the Children and Young People Committee without consent (section 62 l, paragraph 1, of the Aliens Act)",,,copy-of-da,CSV:SOC_samtykke_from_raw,medium,danish,,
SOC_samtykke_14,SOC,samtykke,14,[UNMAPPED] SOC_samtykke code: 14,,,,[UNMAPPED] SOC_samtykke code: 14,,,translated,none,medium,danish,,
SOC_samtykke_15,SOC,samtykke,15,[UNMAPPED] SOC_samtykke code: 15,,,,[UNMAPPED] SOC_samtykke code: 15,,,translated,none,medium,danish,,
SOC_samtykke_13,SOC,samtykke,13,"Preliminary decision of the chairman of the children and young people committee (§ 62 l, paragraph 3, of the Aliens Act)","Preliminary decision of the chairman of the children and young people committee (§ 62 l, paragraph 3, of the Aliens Act)",,,"Preliminary decision of the chairman of the children and young people committee (§ 62 l, paragraph 3, of the Aliens Act)",,,copy-of-da,CSV:SOC_samtykke_from_raw,medium,danish,,
